udi,type,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type,diff_temperature_k
2275,L,1520,33.7,76,No Failure,9.300000000000011
2278,H,1408,44.4,82,No Failure,9.399999999999977
2279,M,1459,35.6,87,No Failure,9.399999999999977
2280,L,1525,39.0,90,No Failure,9.300000000000011
2281,L,1390,57.0,92,No Failure,9.400000000000034
2282,L,1536,38.9,94,No Failure,9.399999999999977
2283,L,1459,47.6,96,No Failure,9.300000000000011
2286,L,1381,56.7,102,No Failure,9.300000000000011
2287,M,1289,60.5,104,No Failure,9.300000000000011
2289,M,1541,39.1,109,No Failure,9.200000000000045
2291,M,1321,51.9,114,No Failure,9.199999999999989
2292,M,1886,20.9,117,No Failure,9.300000000000011
2293,L,1422,53.2,120,No Failure,9.299999999999955
2298,L,1802,26.0,130,No Failure,9.399999999999977
2299,L,1482,37.6,132,No Failure,9.300000000000011
2300,L,1446,62.9,134,Power Failure,9.300000000000011
2301,L,1371,50.5,136,No Failure,9.300000000000011
2302,M,1586,35.7,138,No Failure,9.400000000000034
2303,L,1515,39.8,141,No Failure,9.300000000000011
2304,L,1374,53.6,143,No Failure,9.300000000000011
2307,L,1260,57.8,152,No Failure,9.5
2309,L,1371,55.5,159,No Failure,9.399999999999977
2310,L,1611,31.4,161,No Failure,9.5
2311,M,1535,47.5,163,No Failure,9.399999999999977
2312,M,1491,38.5,166,No Failure,9.5
2313,M,1441,36.2,169,No Failure,9.5
2314,M,1725,26.6,172,No Failure,9.699999999999989
2315,L,1368,47.2,175,No Failure,9.699999999999989
2316,L,1526,37.9,177,No Failure,9.699999999999989
2319,L,1405,51.4,183,No Failure,9.600000000000023
2320,M,1700,33.5,185,No Failure,9.600000000000023
2321,H,1440,39.1,188,No Failure,9.600000000000023
2324,M,1401,47.0,198,No Failure,9.5
2326,L,1603,33.9,203,No Failure,9.5
2332,L,1384,53.6,218,Overstrain Failure,9.300000000000011
2333,L,1378,50.4,220,Overstrain Failure,9.300000000000011
2334,L,1445,45.2,222,No Failure,9.300000000000011
2335,L,1445,43.5,224,No Failure,9.199999999999989
2337,L,1434,46.8,2,No Failure,9.199999999999989
2338,L,1877,23.9,4,No Failure,9.199999999999989
2339,L,1651,28.0,6,No Failure,9.0
2345,M,1755,26.4,19,No Failure,9.100000000000023
2347,L,1402,47.7,24,No Failure,9.199999999999989
2348,L,1410,43.0,26,No Failure,9.100000000000023
2349,L,1436,41.8,28,No Failure,9.199999999999989
2350,M,1386,42.2,30,No Failure,9.199999999999989
2352,L,1393,48.4,35,No Failure,9.199999999999989
2353,M,1422,45.4,37,No Failure,9.199999999999989
2354,L,1841,22.8,40,No Failure,9.199999999999989
2355,L,1433,37.7,42,No Failure,9.300000000000011
2356,M,1305,60.6,44,No Failure,9.199999999999989
2357,H,1498,39.5,47,No Failure,9.300000000000011
2359,M,1381,42.5,54,No Failure,9.199999999999989
2360,L,1413,38.5,57,No Failure,9.199999999999989
2362,M,1631,35.4,64,No Failure,9.400000000000034
2363,H,1520,41.4,67,No Failure,9.300000000000011
2364,L,1510,45.4,72,No Failure,9.199999999999989
2365,L,1366,49.7,74,No Failure,9.300000000000011
2366,L,1845,22.9,76,No Failure,9.100000000000023
2367,L,1485,44.7,78,No Failure,9.199999999999989
2369,M,1468,42.2,83,No Failure,9.099999999999966
2370,M,1856,22.7,86,No Failure,9.199999999999989
2371,L,1620,34.1,89,No Failure,9.199999999999989
2372,L,1409,44.8,91,No Failure,9.199999999999989
2373,M,1404,49.4,93,No Failure,9.199999999999989
2374,L,1350,51.3,96,No Failure,9.199999999999989
2375,M,1538,38.0,98,No Failure,9.199999999999989
2376,M,1476,32.7,101,No Failure,9.199999999999989
2377,M,1364,51.8,104,No Failure,9.100000000000023
2378,M,1582,45.5,107,No Failure,9.100000000000023
2379,L,1348,56.1,110,No Failure,9.099999999999966
2380,H,1450,46.1,112,No Failure,9.099999999999966
2385,M,1506,38.0,125,No Failure,9.199999999999989
2388,M,1474,47.2,132,No Failure,9.300000000000011
2389,M,1526,37.3,135,No Failure,9.300000000000011
2390,L,1867,27.0,138,No Failure,9.300000000000011
2392,L,1580,32.6,142,No Failure,9.199999999999989
2393,L,1340,50.0,144,No Failure,9.300000000000011
2394,L,1544,41.6,146,No Failure,9.300000000000011
2396,M,1742,28.9,150,No Failure,9.300000000000011
2397,M,1592,34.2,153,No Failure,9.399999999999977
2398,L,1582,38.8,156,No Failure,9.400000000000034
2399,L,1490,43.2,158,No Failure,9.300000000000011
2400,M,1594,35.8,160,No Failure,9.300000000000011
2401,H,1462,55.0,163,No Failure,9.400000000000034
2402,M,1367,47.6,168,No Failure,9.400000000000034
2404,H,1448,51.4,173,No Failure,9.5
2406,L,1498,38.9,181,No Failure,9.599999999999966
2407,L,1437,41.6,183,No Failure,9.5
2408,M,1499,45.1,185,No Failure,9.5
2411,L,1689,32.1,192,No Failure,9.399999999999977
2412,L,1559,38.1,194,No Failure,9.5
2414,L,1886,23.0,198,No Failure,9.5
2415,L,1415,43.4,0,No Failure,9.399999999999977
2416,M,1587,35.6,2,No Failure,9.399999999999977
2417,L,1571,38.6,5,No Failure,9.399999999999977
2419,L,1660,34.4,9,No Failure,9.400000000000034
2421,H,1450,44.7,14,No Failure,9.399999999999977
2422,L,2384,15.0,19,No Failure,9.300000000000011
2424,M,2022,20.0,23,No Failure,9.300000000000011
2425,L,1828,23.8,26,No Failure,9.300000000000011
2428,L,1855,23.8,33,No Failure,9.400000000000034
2429,M,1377,47.2,35,No Failure,9.300000000000011
2430,L,1432,48.9,38,No Failure,9.400000000000034
2431,M,1335,47.8,40,No Failure,9.300000000000011
2434,L,1441,44.0,48,No Failure,9.300000000000011
2435,M,1358,42.7,50,No Failure,9.199999999999989
2436,L,1686,30.4,53,No Failure,9.300000000000011
2438,L,1426,40.1,60,No Failure,9.199999999999989
2439,M,1330,53.6,62,No Failure,9.299999999999955
2440,L,1693,31.6,65,No Failure,9.299999999999955
2441,L,1426,47.9,67,No Failure,9.299999999999955
2442,L,1676,31.0,69,No Failure,9.399999999999977
2443,M,1332,51.7,71,No Failure,9.299999999999955
2445,L,1267,68.2,76,Power Failure,9.400000000000034
2447,L,1422,48.9,83,No Failure,9.300000000000011
2448,L,1408,48.7,85,No Failure,9.399999999999977
2451,L,1492,37.8,91,No Failure,9.5
2452,L,1650,30.5,93,No Failure,9.5
2454,L,1648,30.8,98,No Failure,9.600000000000023
2455,L,1653,31.7,100,No Failure,9.600000000000023
2458,L,1661,32.2,106,No Failure,9.600000000000023
2459,L,1434,45.9,108,No Failure,9.600000000000023
2462,M,1517,39.8,114,No Failure,9.700000000000045
2464,L,1580,39.1,119,No Failure,9.600000000000023
2466,L,1481,40.7,124,No Failure,9.700000000000045
2467,L,1429,37.7,126,No Failure,9.600000000000023
2468,M,1574,33.5,128,No Failure,9.700000000000045
2470,L,1507,37.5,134,No Failure,9.699999999999989
2471,L,1467,44.7,136,No Failure,9.600000000000023
2472,L,1301,51.1,138,No Failure,9.5
2473,L,1429,55.1,140,No Failure,9.600000000000023
2474,M,1555,37.6,142,No Failure,9.600000000000023
2475,L,1503,40.6,145,No Failure,9.600000000000023
2476,L,1459,43.1,147,No Failure,9.600000000000023
2478,L,1387,57.3,154,No Failure,9.600000000000023
2479,M,1456,50.0,156,No Failure,9.600000000000023
2480,L,1604,34.7,159,No Failure,9.5
2481,L,1734,32.4,161,No Failure,9.600000000000023
2482,L,1378,47.8,163,No Failure,9.600000000000023
2483,L,1504,41.8,165,No Failure,9.800000000000011
2485,H,1524,37.7,170,No Failure,9.800000000000011
2488,H,1623,31.0,180,No Failure,9.700000000000045
2490,H,1500,41.6,187,No Failure,9.800000000000011
2491,H,1566,46.6,192,No Failure,9.699999999999989
2493,H,1382,58.5,199,No Failure,9.800000000000011
2495,L,1329,53.6,207,Overstrain Failure,9.699999999999989
2496,M,1491,41.0,209,No Failure,9.699999999999989
2497,M,1573,37.4,212,No Failure,9.699999999999989
2498,M,1521,42.3,215,No Failure,9.699999999999989
2499,L,1467,47.2,218,No Failure,9.799999999999955
2500,M,1325,48.4,220,No Failure,9.799999999999955
2501,L,1617,32.3,223,No Failure,9.799999999999955
2502,M,1476,42.7,225,No Failure,9.799999999999955
2503,L,1515,48.9,228,Overstrain Failure,9.800000000000011
2505,L,1468,45.6,2,No Failure,9.900000000000034
2506,L,1387,48.7,4,No Failure,9.900000000000034
2508,H,1410,47.1,9,No Failure,9.900000000000034
2509,L,1615,30.6,14,No Failure,9.899999999999977
2511,L,1405,53.8,18,No Failure,9.899999999999977
2513,L,1530,38.3,23,No Failure,9.900000000000034
2514,L,1583,32.5,25,No Failure,9.699999999999989
2516,L,1490,35.0,29,No Failure,9.699999999999989
2517,L,1736,29.0,31,No Failure,9.699999999999989
2518,L,1395,44.4,33,No Failure,9.699999999999989
2519,M,1425,49.6,35,No Failure,9.700000000000045
2520,L,1631,32.4,38,No Failure,9.800000000000011
2525,M,1446,45.5,49,No Failure,9.899999999999977
2526,M,1598,35.1,52,No Failure,9.800000000000011
2527,L,1501,35.0,55,No Failure,9.800000000000011
2528,L,1450,50.8,57,No Failure,9.699999999999989
2531,L,1438,51.7,64,No Failure,9.800000000000011
2532,M,1510,38.7,66,No Failure,9.699999999999989
2533,L,1389,44.9,69,No Failure,9.800000000000011
2534,L,1490,33.6,71,No Failure,9.899999999999977
2536,L,1495,38.4,75,No Failure,9.800000000000011
2537,L,1281,53.9,77,No Failure,9.900000000000034
2538,H,1353,48.1,79,No Failure,9.800000000000011
2539,L,1429,50.1,84,No Failure,9.699999999999989
2541,L,1502,38.3,88,No Failure,9.699999999999989
2543,H,1712,26.4,95,No Failure,9.699999999999989
2544,L,1786,23.5,100,No Failure,9.699999999999989
2545,L,1951,21.4,102,No Failure,9.800000000000011
2546,M,1541,36.3,104,No Failure,9.800000000000011
2547,L,1605,34.3,107,No Failure,9.900000000000034
2548,L,1578,38.1,109,No Failure,9.900000000000034
2549,M,1440,37.5,111,No Failure,9.899999999999977
2552,L,1541,37.2,118,No Failure,9.899999999999977
2556,L,1511,37.2,129,No Failure,9.899999999999977
2557,M,1449,47.9,131,No Failure,9.800000000000011
2558,M,1440,50.0,134,No Failure,9.700000000000045
2560,L,1447,50.4,140,No Failure,9.699999999999989
2562,L,1607,31.7,145,No Failure,9.800000000000011
2563,L,1551,39.1,147,No Failure,9.800000000000011
2566,L,1304,50.5,153,No Failure,9.700000000000045
2567,M,1420,41.6,155,No Failure,9.699999999999989
2568,L,1766,24.6,158,No Failure,9.700000000000045
2569,L,1450,43.1,160,No Failure,9.599999999999966
2570,H,1872,22.6,162,No Failure,9.699999999999989
2571,L,1713,26.5,167,No Failure,9.599999999999966
2573,M,1352,44.7,172,No Failure,9.700000000000045
2574,L,1499,41.5,175,No Failure,9.699999999999989
2575,L,1972,19.3,177,No Failure,9.800000000000011
2576,L,1422,49.2,179,No Failure,9.800000000000011
2577,L,1523,41.5,181,No Failure,9.800000000000011
2579,L,1391,46.6,185,No Failure,9.900000000000034
2581,L,1293,53.7,189,No Failure,9.800000000000011
2582,L,1345,60.7,191,Overstrain Failure,9.900000000000034
2584,L,1342,50.8,195,No Failure,9.699999999999989
2585,L,1502,46.7,197,No Failure,9.699999999999989
2586,M,1620,35.4,199,No Failure,9.699999999999989
2587,L,1537,42.8,202,No Failure,9.699999999999989
2588,L,2248,16.8,204,No Failure,9.699999999999989
2589,L,1706,28.6,206,No Failure,9.699999999999989
2591,L,1396,48.6,0,No Failure,9.699999999999989
2595,L,1446,37.0,11,No Failure,9.699999999999989
2596,M,1486,41.1,13,No Failure,9.800000000000011
2597,L,1426,38.6,16,No Failure,9.699999999999989
2598,L,1449,38.9,18,No Failure,9.699999999999989
2600,M,1447,39.6,22,No Failure,9.699999999999989
2602,L,1399,52.1,27,No Failure,9.800000000000011
2604,M,1334,46.3,31,No Failure,9.899999999999977
2605,M,1385,45.6,34,No Failure,9.800000000000011
2607,H,1534,37.5,39,No Failure,9.900000000000034
2608,L,1448,48.6,44,No Failure,9.900000000000034
2609,L,1409,44.7,46,No Failure,9.800000000000011
2610,L,1621,34.5,48,No Failure,9.800000000000011
2611,H,1547,40.9,50,No Failure,9.700000000000045
2612,L,1957,22.1,55,No Failure,9.700000000000045
2613,L,2421,14.2,57,No Failure,9.700000000000045
2614,M,1571,38.3,59,No Failure,9.800000000000011
2615,L,1634,36.8,62,No Failure,9.800000000000011
2616,L,1516,38.7,64,No Failure,9.699999999999989
2617,L,1207,66.5,66,No Failure,9.700000000000045
2619,M,1461,48.6,70,No Failure,9.700000000000045
2620,L,1569,40.8,73,No Failure,9.800000000000011
2621,L,1556,35.7,75,No Failure,9.800000000000011
2622,M,1506,41.5,77,No Failure,9.800000000000011
2623,M,1642,30.3,80,No Failure,9.799999999999955
2624,M,1283,62.1,83,No Failure,9.799999999999955
2625,H,1375,46.8,86,No Failure,9.800000000000011
2626,L,1399,39.9,91,No Failure,9.699999999999989
2627,L,1650,29.8,93,No Failure,9.699999999999989
2628,M,1346,53.2,95,No Failure,9.800000000000011
2629,H,1410,51.2,98,No Failure,9.700000000000045
2633,M,1652,28.6,112,No Failure,9.699999999999989
2634,L,1532,39.8,115,No Failure,9.699999999999989
2635,L,1554,32.0,117,No Failure,9.699999999999989
2637,L,1254,61.3,124,No Failure,9.700000000000045
2638,L,1294,49.7,126,No Failure,9.700000000000045
2640,M,1412,47.8,130,No Failure,9.599999999999966
2642,H,1420,46.7,136,No Failure,9.699999999999989
2643,L,1542,40.3,141,No Failure,9.699999999999989
2644,M,1401,48.1,143,No Failure,9.599999999999966
2646,H,1547,38.5,148,No Failure,9.600000000000023
2647,M,1453,43.2,153,No Failure,9.699999999999989
2649,L,1436,51.6,158,No Failure,9.599999999999966
2650,M,1582,38.2,160,No Failure,9.600000000000023
2651,L,1280,59.3,163,No Failure,9.700000000000045
2652,L,2008,20.4,165,No Failure,9.600000000000023
2655,L,1567,35.5,171,No Failure,9.600000000000023
2656,M,1751,27.0,173,No Failure,9.599999999999966
2657,L,1349,51.3,176,No Failure,9.600000000000023
2658,M,1425,40.8,178,No Failure,9.5
2659,L,1395,44.5,181,No Failure,9.399999999999977
2660,H,1595,32.1,183,No Failure,9.5
2661,L,1291,56.4,188,No Failure,9.5
2662,M,1509,42.8,190,No Failure,9.5
2665,M,1487,42.2,198,No Failure,9.5
2666,L,2256,15.9,201,No Failure,9.599999999999966
2667,H,1691,27.7,203,No Failure,9.5
2669,M,1640,31.1,211,No Failure,9.5
2670,H,1494,37.8,214,No Failure,9.600000000000023
2671,L,1467,46.2,219,No Failure,9.599999999999966
2672,M,1399,41.9,221,Tool Wear Failure,9.600000000000023
2673,L,1445,42.6,0,No Failure,9.600000000000023
2674,L,1480,40.9,2,No Failure,9.599999999999966
2675,L,1546,37.2,4,No Failure,9.600000000000023
2676,L,1574,35.8,6,No Failure,9.600000000000023
2677,L,1592,34.2,8,No Failure,9.600000000000023
2679,L,1447,43.1,12,No Failure,9.800000000000011
2680,L,1476,44.4,14,No Failure,9.699999999999989
2682,L,1545,32.2,18,No Failure,9.699999999999989
2683,M,1364,44.4,20,No Failure,9.700000000000045
2684,L,1590,28.5,23,No Failure,9.699999999999989
2687,L,1633,27.5,29,No Failure,9.599999999999966
2688,L,1348,52.8,31,No Failure,9.5
2690,L,1641,30.1,35,No Failure,9.5
2691,L,1728,26.0,37,No Failure,9.5
2692,L,1431,47.7,39,No Failure,9.600000000000023
2693,L,1641,30.4,41,No Failure,9.599999999999966
2695,M,1625,38.0,46,No Failure,9.5
2696,L,1869,22.7,49,No Failure,9.5
2697,L,1452,46.0,51,No Failure,9.600000000000023
2698,L,1618,28.7,53,No Failure,9.600000000000023
2699,L,2010,20.0,55,No Failure,9.399999999999977
2701,L,1473,40.4,59,No Failure,9.400000000000034
2702,L,1333,50.8,61,No Failure,9.300000000000011
2703,L,1760,25.9,63,No Failure,9.399999999999977
2704,M,1372,58.2,65,No Failure,9.399999999999977
2705,M,1608,34.4,68,No Failure,9.5
2706,L,1326,64.8,71,No Failure,9.5
2708,M,1539,36.1,76,No Failure,9.399999999999977
2711,L,1574,39.2,83,No Failure,9.5
2712,L,1407,50.6,85,No Failure,9.5
2713,H,1302,55.5,87,No Failure,9.5
2714,M,1651,30.8,92,No Failure,9.599999999999966
2718,M,1422,45.3,103,No Failure,9.600000000000023
2721,L,1559,39.1,110,No Failure,9.599999999999966
2722,M,1553,32.4,112,No Failure,9.699999999999989
2724,L,1362,51.9,117,No Failure,9.699999999999989
2725,M,1470,42.7,119,No Failure,9.5
2726,L,1555,34.8,122,No Failure,9.599999999999966
2728,L,1434,38.5,127,No Failure,9.600000000000023
2730,L,1417,54.6,131,No Failure,9.600000000000023
2731,L,1425,45.9,133,No Failure,9.599999999999966
2732,M,1597,32.9,135,No Failure,9.5
2733,L,1346,57.4,138,No Failure,9.5
2734,L,1422,40.4,140,No Failure,9.5
2735,H,1572,32.8,142,No Failure,9.5
2737,M,1576,36.4,149,No Failure,9.400000000000034
2739,M,1496,44.4,155,No Failure,9.300000000000011
2740,L,1572,35.4,158,No Failure,9.399999999999977
2741,L,1525,42.8,160,No Failure,9.399999999999977
2742,L,1378,51.9,162,No Failure,9.399999999999977
2743,L,1369,51.4,164,No Failure,9.5
2744,L,1476,45.3,166,No Failure,9.5
2745,L,1620,30.0,168,No Failure,9.5
2746,M,1603,38.5,170,No Failure,9.400000000000034
2748,L,1616,31.6,175,No Failure,9.5
2751,H,1456,40.6,182,No Failure,9.5
2753,M,1851,24.7,189,No Failure,9.400000000000034
2754,L,1715,27.8,192,No Failure,9.400000000000034
2755,H,1630,32.3,194,No Failure,9.5
2756,L,1478,38.8,199,No Failure,9.5
2757,L,1781,29.6,201,No Failure,9.5
2758,L,1439,36.1,203,No Failure,9.399999999999977
2759,M,1412,45.3,205,No Failure,9.5
2760,L,1483,41.1,208,No Failure,9.400000000000034
2761,L,1400,42.6,210,No Failure,9.399999999999977
2763,L,1479,44.4,214,No Failure,9.399999999999977
2765,M,1389,52.8,0,No Failure,9.400000000000034
2766,M,1399,54.8,3,No Failure,9.5
2768,L,1925,21.9,9,No Failure,9.5
2770,M,1477,38.1,13,No Failure,9.600000000000023
2772,L,1451,39.4,18,No Failure,9.600000000000023
2773,L,1467,41.2,20,No Failure,9.5
2774,L,1858,22.5,22,No Failure,9.5
2777,L,1453,47.6,28,No Failure,9.299999999999955
2778,L,1464,41.7,30,No Failure,9.299999999999955
2779,L,1308,50.2,32,No Failure,9.399999999999977
2781,M,1556,35.8,36,No Failure,9.400000000000034
2782,L,2183,17.8,39,No Failure,9.300000000000011
2784,M,1528,35.1,44,No Failure,9.400000000000034
2787,M,1630,28.3,51,No Failure,9.300000000000011
2788,M,1524,38.4,54,No Failure,9.300000000000011
2790,H,1438,44.0,59,No Failure,9.199999999999989
2791,L,1356,45.9,64,No Failure,9.200000000000045
2792,H,1416,43.3,66,No Failure,9.200000000000045
2793,L,1584,32.6,71,No Failure,9.300000000000011
2794,L,1597,31.8,73,No Failure,9.300000000000011
2795,L,1553,43.9,75,No Failure,9.200000000000045
2796,M,1405,49.4,77,No Failure,9.199999999999989
2797,L,1539,35.3,80,No Failure,9.300000000000011
2798,M,1398,53.7,82,No Failure,9.300000000000011
2799,L,1568,39.6,85,No Failure,9.300000000000011
2801,M,1500,45.7,89,No Failure,9.300000000000011
2803,M,1509,46.6,95,No Failure,9.300000000000011
2804,L,1343,50.2,98,No Failure,9.300000000000011
2805,L,1450,40.1,100,No Failure,9.399999999999977
2806,L,1460,43.5,102,No Failure,9.399999999999977
2807,L,1364,41.2,104,No Failure,9.300000000000011
2808,M,1452,41.9,106,No Failure,9.400000000000034
2809,L,1471,41.8,109,No Failure,9.400000000000034
2810,L,1598,34.6,111,No Failure,9.300000000000011
2811,L,1772,24.8,113,No Failure,9.300000000000011
2812,L,1761,25.6,115,No Failure,9.300000000000011
2813,M,1413,40.7,117,No Failure,9.300000000000011
2814,L,1887,22.6,120,No Failure,9.300000000000011
2815,L,1395,56.5,122,No Failure,9.300000000000011
2816,M,1569,31.6,124,No Failure,9.299999999999955
2818,L,1417,41.1,129,No Failure,9.300000000000011
2819,L,1729,28.4,131,No Failure,9.300000000000011
2821,L,1436,48.8,135,No Failure,9.300000000000011
2822,M,1419,42.5,137,No Failure,9.300000000000011
2824,M,1320,62.2,142,No Failure,9.199999999999989
2825,M,1448,42.4,145,No Failure,9.199999999999989
2827,M,1612,33.1,150,No Failure,9.099999999999966
2829,M,1875,23.9,155,No Failure,9.0
2833,M,1467,40.3,166,No Failure,8.900000000000034
2835,L,1368,46.0,171,No Failure,8.800000000000011
2836,L,1572,32.0,173,No Failure,8.899999999999977
2837,M,1458,44.3,175,No Failure,8.800000000000011
2838,L,1699,30.3,178,No Failure,8.800000000000011
2839,L,1478,39.5,180,No Failure,9.0
2840,M,1362,42.1,182,No Failure,9.0
2841,H,1487,38.9,185,No Failure,9.0
2842,L,1705,29.4,190,No Failure,9.099999999999966
2843,L,1345,53.5,192,No Failure,9.0
2844,L,1532,40.2,194,No Failure,8.899999999999977
2845,L,1650,35.2,196,No Failure,8.899999999999977
2846,L,1398,54.4,198,No Failure,8.899999999999977
2848,L,1525,39.6,202,No Failure,8.900000000000034
2849,M,1391,57.9,204,No Failure,9.0
2854,M,1539,39.1,216,No Failure,8.800000000000011
2855,L,1470,40.8,219,No Failure,8.800000000000011
2856,L,1528,37.0,221,No Failure,8.800000000000011
2857,H,1471,45.2,223,No Failure,8.800000000000011
2859,L,1417,51.5,231,Overstrain Failure,8.800000000000011
2862,L,1479,43.6,240,No Failure,8.800000000000011
2864,L,1471,44.1,244,No Failure,8.799999999999955
2866,H,1623,32.7,0,No Failure,9.0
2867,L,1997,20.7,5,No Failure,8.899999999999977
2870,L,1519,35.8,14,No Failure,8.899999999999977
2871,M,1519,39.7,16,No Failure,8.899999999999977
2872,M,1536,37.2,19,No Failure,8.900000000000034
2873,L,1680,28.7,22,No Failure,8.800000000000011
2875,L,1471,49.6,29,No Failure,8.899999999999977
2876,M,1877,23.8,31,No Failure,8.899999999999977
2877,M,1578,30.5,34,No Failure,8.800000000000011
2878,M,1655,32.1,37,No Failure,8.899999999999977
2879,H,1502,34.3,40,No Failure,8.899999999999977
2881,L,1541,37.2,48,No Failure,8.800000000000011
2883,L,1684,32.8,53,No Failure,9.0
2885,L,1409,42.4,57,No Failure,9.0
2886,M,1320,49.9,59,No Failure,9.0
2887,H,1635,34.2,62,No Failure,9.0
2889,M,1365,50.0,70,No Failure,9.0
2890,M,1523,38.2,73,No Failure,9.0
2891,L,1593,32.4,76,No Failure,9.099999999999966
2892,L,1682,30.7,78,No Failure,9.0
2894,M,1568,35.2,82,No Failure,8.900000000000034
2895,L,1733,24.8,85,No Failure,8.900000000000034
2896,M,1473,48.1,87,No Failure,8.900000000000034
2897,M,1633,31.3,90,No Failure,8.800000000000011
2898,M,1530,40.2,93,No Failure,8.899999999999977
2900,L,1410,40.6,99,No Failure,8.799999999999955
2901,L,1574,33.5,101,No Failure,8.800000000000011
2903,M,1541,35.2,105,No Failure,8.799999999999955
2904,M,1733,26.7,108,No Failure,8.800000000000011
2905,L,2496,13.5,111,No Failure,8.799999999999955
2907,L,1409,38.7,115,No Failure,8.699999999999989
2909,L,1251,59.9,120,No Failure,8.800000000000011
2911,L,1576,38.8,124,No Failure,8.899999999999977
2913,L,1661,30.3,129,No Failure,8.900000000000034
2914,L,1541,34.6,131,No Failure,8.900000000000034
2915,H,1888,20.5,133,No Failure,9.0
2916,L,1255,62.1,138,No Failure,9.0
2917,L,1411,41.6,140,No Failure,9.0
2918,L,1516,39.0,142,No Failure,8.899999999999977
2919,M,1492,34.0,144,No Failure,8.899999999999977
2920,L,1726,30.0,147,No Failure,9.0
2921,L,1598,33.7,149,No Failure,9.0
2922,L,1657,31.1,151,No Failure,9.0
2923,L,1481,38.1,153,No Failure,8.899999999999977
2924,M,1397,51.3,155,No Failure,9.0
2925,L,1461,44.3,158,No Failure,8.899999999999977
2926,M,1388,51.1,160,No Failure,8.900000000000034
2928,M,1421,49.8,165,No Failure,8.900000000000034
2930,M,1482,39.0,171,No Failure,8.899999999999977
2931,H,1403,51.3,174,No Failure,8.900000000000034
2932,L,1373,45.4,179,No Failure,8.899999999999977
2934,M,1751,27.9,183,No Failure,8.899999999999977
2935,M,1546,42.3,186,No Failure,8.800000000000011
2937,M,1394,48.8,192,No Failure,8.800000000000011
2938,L,1810,26.0,195,No Failure,8.900000000000034
2939,L,1479,34.5,197,No Failure,8.800000000000011
2940,L,1431,41.4,199,No Failure,8.800000000000011
2942,M,1996,19.8,203,Tool Wear Failure,8.900000000000034
2944,H,2007,19.7,2,No Failure,8.800000000000011
2946,H,1925,20.5,9,No Failure,8.900000000000034
2951,M,1445,46.4,24,No Failure,8.800000000000011
2952,L,1685,31.1,27,No Failure,8.800000000000011
2953,H,1667,30.5,29,No Failure,8.800000000000011
2954,L,1578,35.4,34,No Failure,8.800000000000011
2956,M,1439,43.8,41,No Failure,8.800000000000011
2957,M,1404,38.7,44,No Failure,8.800000000000011
2958,L,1498,45.8,47,No Failure,8.800000000000011
2961,L,1467,44.3,55,No Failure,8.800000000000011
2963,L,1508,39.9,59,No Failure,8.800000000000011
2965,L,1692,30.3,64,No Failure,8.800000000000011
2968,L,1369,51.6,71,No Failure,8.799999999999955
2969,M,1312,45.2,73,No Failure,8.799999999999955
2970,L,1468,44.1,76,No Failure,8.799999999999955
2971,M,1452,39.4,78,No Failure,8.799999999999955
2972,M,1393,43.9,81,No Failure,8.800000000000011
2973,M,1432,44.2,84,No Failure,8.799999999999955
2977,M,1881,25.5,98,No Failure,8.800000000000011
2978,L,1413,50.3,101,No Failure,8.900000000000034
2979,H,1642,36.2,103,No Failure,8.899999999999977
2980,L,1542,38.5,108,No Failure,9.0
2981,L,1447,39.3,110,No Failure,9.100000000000023
2982,H,1530,40.4,112,No Failure,9.0
2983,L,1795,27.7,117,No Failure,9.0
2984,L,1290,57.4,119,No Failure,9.0
2985,L,1639,30.4,121,No Failure,9.099999999999966
2986,L,1596,31.5,123,No Failure,9.100000000000023
2987,L,1455,48.0,125,No Failure,9.199999999999989
2989,M,1532,42.5,130,No Failure,9.199999999999989
2991,L,1688,28.6,135,No Failure,9.199999999999989
2992,M,1341,50.9,137,No Failure,9.199999999999989
2993,M,1685,29.4,140,No Failure,9.199999999999989
2994,M,1370,55.9,143,No Failure,9.300000000000011
2996,L,1550,37.4,148,No Failure,9.300000000000011
2997,M,1508,37.8,150,No Failure,9.300000000000011
2998,L,1345,62.7,153,No Failure,9.300000000000011
3000,L,1395,61.0,157,No Failure,9.199999999999989
3001,H,1324,72.8,159,Power Failure,9.300000000000011
3003,M,1555,38.9,166,No Failure,9.300000000000011
3004,M,1449,42.4,169,No Failure,9.299999999999955
3006,L,1503,37.4,175,No Failure,9.399999999999977
3008,L,1314,50.2,179,No Failure,9.300000000000011
3009,M,1547,38.0,181,No Failure,9.300000000000011
3010,M,1466,39.8,184,No Failure,9.300000000000011
3011,L,1537,37.1,187,No Failure,9.300000000000011
3012,M,1434,51.5,189,No Failure,9.300000000000011
3013,L,1432,44.7,192,No Failure,9.200000000000045
3014,L,1390,48.4,194,No Failure,9.100000000000023
3015,L,1580,42.8,196,No Failure,9.199999999999989
3016,L,1589,30.5,198,No Failure,9.199999999999989
3017,L,1441,48.8,200,No Failure,9.300000000000011
3019,M,1566,35.9,204,No Failure,9.300000000000011
3021,L,1543,38.1,209,No Failure,9.200000000000045
3022,L,1421,49.6,211,No Failure,9.300000000000011
3024,L,1711,29.2,215,No Failure,9.100000000000023
3025,L,1465,41.6,217,No Failure,9.100000000000023
