udi,type,rotational_speed_rpm,torque_nm,tool_wear_min,diff_temperature_k
6232,M,1495,40.8,148,9.699999999999989
8262,H,1434,48.4,153,11.400000000000034
9945,L,1399,47.8,99,9.599999999999966
818,L,1368,52.0,140,10.800000000000011
2382,L,1493,34.9,119,9.099999999999966
8818,H,1376,53.5,112,11.300000000000011
71,M,1924,22.6,193,10.100000000000023
1267,L,1633,34.8,41,11.600000000000023
1578,L,1484,43.4,172,10.099999999999966
9213,L,1390,53.9,88,10.899999999999977
1681,M,1610,34.6,219,9.5
3967,L,1530,37.8,57,9.199999999999989
1326,H,1567,36.8,197,11.300000000000011
1366,L,1676,33.5,70,11.400000000000034
3677,M,1562,38.0,162,9.300000000000011
9718,L,1500,44.2,115,11.0
1091,L,1464,41.4,6,10.800000000000011
2457,L,1555,36.6,104,9.5
8808,M,1604,32.8,85,11.200000000000045
6834,L,1387,53.1,188,10.0
5679,M,1584,36.2,63,9.5
9507,H,1548,41.6,25,11.099999999999966
9274,H,1520,35.7,40,10.5
4020,M,1558,45.3,193,8.899999999999977
656,L,1435,38.8,165,11.400000000000034
1772,L,1446,45.3,23,9.5
3111,H,1525,33.2,0,9.300000000000011
6290,L,1248,61.4,77,9.5
5657,M,1316,47.2,4,9.199999999999989
1751,M,1617,31.6,173,9.400000000000034
75,L,1601,32.3,202,10.100000000000023
5661,L,1477,41.7,15,9.199999999999989
1928,H,1314,47.8,19,9.800000000000011
1543,L,1379,54.7,91,10.599999999999966
3615,L,1606,33.3,4,9.199999999999989
8219,L,1485,37.8,46,11.399999999999977
3505,M,1524,41.3,147,9.100000000000023
5339,M,1674,32.7,76,9.199999999999989
6380,L,1485,45.9,100,9.599999999999966
1964,L,1379,43.3,111,9.800000000000011
2129,L,1800,24.3,128,9.600000000000023
2241,L,1457,44.7,195,9.300000000000011
3667,M,1608,39.9,136,9.300000000000011
6714,L,1416,45.2,88,9.300000000000011
6389,H,1509,46.6,125,9.599999999999966
2593,L,1539,45.4,4,9.700000000000045
171,M,1610,35.0,24,9.800000000000011
5841,M,1581,30.9,31,9.800000000000011
2097,M,1387,56.2,32,9.899999999999977
9624,L,1356,47.8,116,11.200000000000045
5267,M,1518,38.7,103,9.400000000000034
3251,H,1709,27.0,151,8.600000000000023
9859,L,1547,33.1,68,11.0
5139,M,1489,40.3,196,9.300000000000011
3206,M,1548,38.4,31,8.799999999999955
9780,L,1509,36.2,57,11.0
3586,L,1947,25.0,137,8.800000000000011
3722,M,1544,43.6,63,9.0
1815,L,1650,34.1,138,9.599999999999966
2346,L,1475,38.7,22,9.199999999999989
6149,L,1564,37.0,165,10.099999999999966
2707,M,1560,37.1,73,9.5
5849,L,2323,15.9,50,9.900000000000034
5793,M,1624,31.6,145,9.5
1310,L,1654,31.1,158,11.300000000000011
5372,L,1435,47.7,173,9.400000000000034
210,L,1477,44.0,124,10.200000000000045
3443,M,1495,52.5,201,9.100000000000023
2902,L,1425,40.3,103,8.799999999999955
4529,L,1507,39.5,147,8.0
9505,L,1440,47.0,21,11.100000000000023
8906,L,1385,55.2,156,11.300000000000011
9649,L,1416,41.2,185,11.0
2899,M,1550,40.2,96,8.899999999999977
285,L,2051,19.2,90,10.100000000000023
6352,L,1542,47.1,25,9.699999999999989
3080,L,1340,56.0,130,9.199999999999989
9157,M,1369,54.8,145,10.899999999999977
1005,H,1424,42.0,196,10.899999999999977
9602,L,2109,18.0,61,11.200000000000045
8283,M,1638,33.6,218,11.800000000000011
457,H,1478,47.6,98,11.399999999999977
8683,M,1353,46.5,185,11.300000000000011
7086,L,1484,41.0,213,9.699999999999989
4231,L,1673,32.9,52,8.600000000000023
8954,L,1518,36.0,59,10.699999999999989
6042,M,1418,49.3,106,10.300000000000011
352,M,1611,31.0,48,10.799999999999955
399,H,1502,43.6,169,10.900000000000034
3450,L,1605,33.3,220,9.0
1190,M,1794,27.5,38,11.100000000000023
4307,L,1869,22.9,18,8.399999999999977
217,L,1499,38.3,142,10.300000000000011
3605,L,1557,33.3,190,9.0
9060,L,1805,25.6,103,11.100000000000023
7914,L,1395,41.9,157,11.400000000000034
7609,L,1642,27.1,37,10.899999999999977
3048,L,1558,38.3,51,9.199999999999989
3883,L,1419,43.7,39,9.100000000000023
9194,M,1530,40.9,42,11.100000000000023
6340,L,1451,48.6,208,9.5
321,H,1550,38.2,185,10.599999999999966
186,L,1446,38.2,61,10.0
5565,L,1416,46.1,202,9.400000000000034
3090,H,1520,38.2,158,9.199999999999989
6271,L,2021,18.8,30,9.5
1839,M,1456,39.6,199,9.399999999999977
2258,L,1892,25.2,34,9.199999999999989
529,M,1553,42.4,60,12.0
4578,L,1800,23.7,61,8.199999999999989
4843,M,1489,49.4,64,8.5
7216,L,1477,47.7,112,9.900000000000034
5208,M,1488,41.3,175,8.899999999999977
2800,L,1404,44.6,87,9.300000000000011
5653,L,1727,26.5,213,9.400000000000034
3802,M,1771,27.6,54,8.699999999999989
2351,L,1744,26.4,33,9.300000000000011
1862,M,1609,30.3,64,9.700000000000045
3731,M,1405,47.7,88,8.899999999999977
822,L,1474,41.7,148,10.900000000000034
7849,H,1547,37.7,217,11.400000000000034
10,M,1741,28.0,21,10.5
9955,M,1446,42.8,121,9.799999999999955
6973,L,1377,49.9,124,10.300000000000011
5218,M,1420,47.9,200,9.0
4761,L,1546,38.5,64,8.099999999999966
4743,L,1592,33.7,14,8.0
6122,L,1457,37.4,96,10.200000000000045
3880,M,1430,51.7,32,9.099999999999966
2240,L,1381,50.0,193,9.400000000000034
1909,L,1977,20.2,182,9.700000000000045
5470,M,1439,42.5,164,9.5
8929,L,1531,41.5,213,11.0
5769,L,1421,45.9,85,9.600000000000023
548,M,1482,39.3,112,11.899999999999977
6940,M,1348,53.0,35,10.600000000000023
5833,L,1675,32.1,12,9.899999999999977
5711,H,1413,46.5,147,9.5
9984,L,1694,28.7,195,9.699999999999989
1176,M,1578,37.8,3,11.100000000000023
390,M,1408,54.8,147,11.099999999999966
8769,M,1363,53.6,194,11.199999999999989
216,L,1548,40.3,140,10.300000000000011
3905,H,1426,50.6,101,8.900000000000034
7482,H,1506,36.1,141,11.199999999999989
3520,M,1569,32.5,188,9.0
9657,L,1623,33.0,210,11.100000000000023
7932,L,1499,38.4,205,11.0
9552,L,1391,48.9,139,11.400000000000034
3102,H,1467,37.3,193,9.199999999999989
7668,L,1528,43.9,185,11.099999999999966
937,M,1418,46.2,24,10.5
5453,M,1553,35.8,122,9.699999999999989
8252,L,1981,21.2,125,11.399999999999977
6956,L,1399,47.9,80,10.5
2492,L,1445,43.4,197,9.799999999999955
1438,H,1439,45.2,40,11.099999999999966
3707,L,1567,41.1,26,9.300000000000011
758,L,1555,33.7,229,11.200000000000045
1456,L,1382,53.0,89,11.399999999999977
5835,L,1434,49.8,16,10.0
5709,L,1611,38.6,143,9.399999999999977
9702,L,1485,42.4,74,11.0
3943,M,1398,47.2,202,9.199999999999989
6261,L,1436,45.3,8,9.599999999999966
6158,L,1774,29.6,186,10.099999999999966
5762,L,1369,49.8,66,9.300000000000011
4256,M,1387,52.1,116,8.5
3979,L,1382,46.4,94,9.100000000000023
1665,L,1535,38.0,179,9.800000000000011
9513,L,1575,37.8,42,11.199999999999989
6585,L,1372,44.0,203,9.0
9337,L,1725,31.9,205,10.399999999999977
1027,L,1512,36.8,46,11.0
4012,L,1447,52.1,174,8.900000000000034
3803,M,1488,44.2,57,8.699999999999989
8366,M,1551,36.6,15,11.0
4945,M,1765,27.5,115,9.099999999999966
814,L,1513,40.0,130,10.800000000000011
4604,H,1452,58.3,123,8.100000000000023
2668,M,1663,35.2,208,9.5
9339,H,1531,30.8,212,10.5
4007,L,1492,45.0,162,9.099999999999966
8424,L,1452,46.2,168,11.399999999999977
4914,M,1593,35.2,29,8.800000000000011
9444,H,1411,53.8,73,10.800000000000011
9621,L,1470,45.9,109,11.100000000000023
955,H,1414,42.5,69,10.599999999999966
7437,L,1487,41.2,22,11.399999999999977
5409,L,1628,33.0,15,9.799999999999955
3407,L,1470,44.0,113,9.199999999999989
6758,L,1822,26.2,204,9.399999999999977
6556,H,1394,46.7,130,9.199999999999989
4543,M,1581,32.7,181,7.899999999999977
9296,M,1413,47.9,97,10.800000000000011
2550,L,1489,42.3,114,9.800000000000011
282,L,1626,36.5,83,9.899999999999977
3553,M,1358,52.3,56,9.099999999999966
6218,M,1455,46.1,103,9.699999999999989
9253,M,1533,36.1,189,10.899999999999977
6738,M,1537,33.5,146,9.300000000000011
6927,H,1417,53.4,0,10.5
9903,H,1402,45.3,190,10.600000000000023
1076,H,1345,54.5,172,10.900000000000034
1321,M,1540,38.1,182,11.300000000000011
7218,L,1716,28.2,117,9.900000000000034
4209,M,1627,32.3,0,8.599999999999966
759,L,1497,41.7,231,11.199999999999989
5639,L,1519,38.1,178,9.5
1307,L,1487,41.4,152,11.199999999999989
7470,L,1607,33.5,109,11.300000000000011
8664,L,1671,29.4,136,11.100000000000023
7555,M,1371,50.2,109,11.099999999999966
8103,L,1413,46.0,182,11.5
7844,M,1400,48.5,205,11.599999999999966
509,L,1893,24.6,15,11.600000000000023
738,H,1474,39.2,177,11.400000000000034
9068,L,1351,56.6,126,11.099999999999966
2153,M,1648,28.4,188,9.5
2096,L,1525,41.5,30,9.900000000000034
9503,L,1495,49.2,16,10.899999999999977
5084,L,1327,54.1,57,9.0
5522,L,1397,46.9,82,9.299999999999955
8445,M,1818,24.9,9,11.299999999999955
8197,L,1622,33.6,217,11.400000000000034
8441,L,1370,56.0,0,11.199999999999989
6197,L,1701,30.4,55,9.900000000000034
2056,L,1643,32.9,145,9.799999999999955
9929,M,1576,27.4,55,10.100000000000023
852,M,1389,48.6,7,11.0
3534,L,1563,36.2,8,9.0
2273,M,1448,52.1,71,9.300000000000011
8831,H,1430,42.8,153,11.399999999999977
2384,L,1568,33.3,123,9.099999999999966
6726,M,1359,47.1,115,9.199999999999989
9468,L,1702,27.6,143,10.699999999999989
913,L,1569,40.4,174,10.399999999999977
7303,L,1494,44.2,117,10.399999999999977
665,L,1390,47.4,187,11.399999999999977
7724,L,1730,30.2,106,11.100000000000023
7971,M,1297,48.6,76,11.200000000000045
5905,M,1330,59.0,190,9.699999999999989
7924,M,1450,45.0,183,11.199999999999989
8882,H,1520,37.9,89,11.199999999999989
6400,M,1501,38.0,157,9.5
376,L,1533,37.4,115,10.800000000000011
3484,H,1455,42.7,85,8.900000000000034
2296,L,1512,37.2,126,9.300000000000011
2976,H,1360,46.2,93,8.899999999999977
1139,L,1435,41.6,139,11.0
103,L,1555,40.6,61,10.0
2174,M,1495,41.6,17,9.699999999999989
527,L,1373,50.6,55,11.899999999999977
9378,H,1488,41.0,101,10.600000000000023
3225,M,1557,33.8,84,8.899999999999977
3134,H,1442,49.2,61,9.400000000000034
4074,M,1412,46.5,89,8.700000000000045
173,M,1924,20.8,29,9.899999999999977
2069,M,1534,39.1,176,9.900000000000034
601,L,1547,37.3,25,11.899999999999977
6469,L,1507,42.5,117,9.300000000000011
8275,L,1640,29.2,195,11.600000000000023
2323,L,1514,41.9,196,9.5
106,L,1591,31.1,68,9.899999999999977
9833,L,2118,17.7,210,10.800000000000011
1059,L,1605,31.3,128,11.100000000000023
678,L,1478,39.7,10,11.300000000000011
5831,M,1438,42.4,7,9.899999999999977
5045,L,1412,47.5,150,9.099999999999966
2061,L,1803,27.7,159,9.899999999999977
1411,M,1469,53.2,189,11.200000000000045
5574,L,1738,25.3,14,9.699999999999989
1980,H,1420,45.8,150,9.600000000000023
6482,L,1406,48.4,151,9.100000000000023
704,H,1479,40.9,87,11.199999999999989
6334,M,1415,31.8,192,9.5
6455,L,1598,32.8,79,9.400000000000034
4130,M,1666,32.7,19,8.5
7584,L,1480,46.6,185,10.800000000000011
9306,H,1646,30.2,125,10.800000000000011
9536,M,1609,31.4,99,11.300000000000011
5897,L,1274,55.7,169,9.699999999999989
435,M,1484,44.7,40,11.0
9850,L,2312,15.5,44,10.799999999999955
9193,L,1562,35.8,40,11.100000000000023
8216,L,1437,43.1,40,11.399999999999977
5625,M,1469,36.9,143,9.399999999999977
1796,M,1498,38.3,81,9.599999999999966
5365,L,1601,35.3,148,9.400000000000034
2305,L,1455,39.8,145,9.399999999999977
8025,L,1493,38.7,217,11.100000000000023
6963,M,1373,49.9,96,10.400000000000034
1119,L,1443,41.8,87,11.0
8211,H,1636,29.4,23,11.5
4314,L,1502,46.6,37,8.700000000000045
6117,L,1453,43.9,84,10.099999999999966
7142,M,1356,44.4,136,9.400000000000034
1663,H,1462,45.5,171,9.699999999999989
5021,L,1556,36.3,86,9.0
3058,L,1400,46.7,77,9.0
1617,H,1662,30.7,48,10.0
7388,H,1423,44.6,116,10.800000000000011
8066,M,1670,26.3,89,11.399999999999977
5167,H,1546,41.4,58,9.300000000000011
461,H,1431,42.0,109,11.300000000000011
9131,L,1576,32.7,83,11.0
5551,M,1508,42.3,159,9.599999999999966
781,M,1409,50.7,43,11.100000000000023
7195,L,1380,52.6,59,10.0
6409,L,1601,31.7,180,9.599999999999966
8819,M,1481,48.0,117,11.300000000000011
8946,L,1639,33.8,39,10.800000000000011
4681,L,1491,39.8,92,8.099999999999966
9640,L,1725,26.8,167,11.099999999999966
9797,H,1694,30.9,111,10.900000000000034
3045,L,1981,21.4,44,9.199999999999989
3224,H,1495,36.5,79,8.899999999999977
5843,L,1355,50.6,37,9.800000000000011
3991,H,1692,28.2,122,9.0
7223,M,1320,61.7,134,9.899999999999977
890,L,1389,46.2,113,10.5
7583,H,1489,45.3,180,10.800000000000011
375,L,1431,43.0,113,10.900000000000034
1362,M,1458,41.9,61,11.5
9307,M,1783,28.3,130,10.899999999999977
7689,L,1553,39.8,0,11.099999999999966
1265,M,2243,15.7,36,11.5
996,L,1566,35.8,175,11.0
4791,L,1443,40.7,145,9.0
7682,L,1443,43.7,217,11.100000000000023
5915,L,1592,36.0,14,9.600000000000023
2529,L,1730,25.9,59,9.800000000000011
1418,L,1541,38.5,208,11.199999999999989
1225,L,1763,25.7,139,11.199999999999989
998,M,1446,45.9,180,10.899999999999977
6890,H,1387,42.7,121,10.5
7588,L,1405,54.1,193,10.700000000000045
2590,L,2250,16.6,208,9.699999999999989
3861,L,1427,38.9,213,8.899999999999977
6522,L,1666,27.2,40,9.0
1631,L,1412,44.5,85,10.0
6093,L,1658,28.5,18,9.800000000000011
5130,M,1725,28.3,177,9.199999999999989
2254,L,1386,54.1,26,9.199999999999989
6882,L,1573,37.6,103,10.399999999999977
3123,L,1473,46.0,35,9.300000000000011
3804,L,1531,37.5,60,8.699999999999989
3641,H,1544,39.1,70,9.200000000000045
847,M,1416,50.0,210,11.0
2105,M,1600,35.3,52,9.800000000000011
4087,L,1567,36.1,124,8.5
7273,L,1202,59.5,40,10.100000000000023
6568,M,1499,36.1,163,9.300000000000011
6427,L,1448,36.8,14,9.5
9760,L,1613,36.7,0,11.199999999999989
8825,M,1799,24.5,137,11.599999999999966
6328,L,1425,49.5,174,9.399999999999977
3136,L,1342,52.5,68,9.400000000000034
6870,L,1412,42.1,64,10.199999999999989
4373,M,1439,41.7,201,7.7000000000000455
3202,L,1479,47.0,22,8.900000000000034
6499,H,2041,19.2,194,9.099999999999966
4804,L,1710,31.4,180,8.899999999999977
5088,M,1685,28.2,66,9.0
6120,L,1471,39.3,91,10.200000000000045
8506,L,1530,38.6,161,11.300000000000011
3608,L,1638,33.8,196,9.099999999999966
3874,L,1638,35.1,17,9.199999999999989
401,L,2100,16.9,176,11.100000000000023
3522,L,1541,38.9,193,9.100000000000023
9020,L,1662,31.3,0,10.900000000000034
6759,L,1644,32.8,206,9.400000000000034
8944,M,1449,44.4,34,11.099999999999966
8770,M,1452,41.2,197,11.200000000000045
8658,L,1421,46.0,124,11.0
111,L,1872,22.5,82,9.800000000000011
7792,L,1418,47.7,73,11.299999999999955
9535,L,1443,45.7,97,11.300000000000011
7038,L,1514,39.5,87,10.0
4376,L,1414,36.3,209,7.699999999999989
4785,L,1642,32.3,127,8.700000000000045
1879,M,1424,47.7,103,9.599999999999966
3987,M,1577,29.8,112,9.100000000000023
5073,L,1408,45.3,28,8.899999999999977
143,M,1778,28.2,161,9.799999999999955
9914,L,1589,30.6,11,10.300000000000011
8289,M,1640,33.8,9,11.800000000000011
5105,L,1469,44.6,113,9.399999999999977
4938,L,1540,38.7,96,8.900000000000034
6861,L,1910,20.2,41,10.099999999999966
5825,L,1596,37.2,219,9.800000000000011
7488,L,1707,33.6,158,11.399999999999977
6654,M,1610,29.1,166,8.900000000000034
2540,L,1413,42.1,86,9.699999999999989
6053,L,2003,20.2,138,10.100000000000023
8520,L,1420,44.1,197,11.300000000000011
7219,H,1400,48.7,119,9.900000000000034
7433,L,1484,43.1,13,11.299999999999955
7759,L,1689,30.8,196,11.400000000000034
2219,L,1713,33.5,141,9.400000000000034
556,M,1539,42.2,134,12.0
8413,M,1314,49.7,136,11.099999999999966
5829,L,1504,39.1,2,9.800000000000011
1173,L,1446,36.6,227,11.0
761,L,1505,39.4,236,11.100000000000023
6580,L,1501,41.6,192,9.099999999999966
9137,L,1694,29.1,102,11.0
649,H,1400,48.9,147,11.600000000000023
3028,L,1777,23.6,0,9.0
4980,M,1612,36.3,200,9.0
7556,L,1332,60.5,112,11.0
2047,L,1388,45.5,123,9.800000000000011
6205,M,1519,34.9,73,9.900000000000034
6737,L,1527,42.2,144,9.300000000000011
7346,L,1381,60.5,13,10.599999999999966
9393,L,1437,46.3,149,10.5
3909,L,1633,36.4,114,8.899999999999977
3617,M,1413,42.2,9,9.300000000000011
1065,M,1409,44.3,145,11.099999999999966
1574,L,1466,42.4,164,10.0
4536,L,1503,36.2,166,7.800000000000011
5949,L,2113,18.5,95,10.100000000000023
1058,L,1573,36.4,126,11.0
1220,M,1357,41.8,127,11.200000000000045
1568,L,1521,39.3,151,10.099999999999966
9355,M,1607,31.9,39,10.600000000000023
3928,H,1556,35.0,164,8.800000000000011
222,H,1827,24.3,153,10.100000000000023
707,M,1434,43.3,96,11.199999999999989
4877,M,1540,37.4,146,8.699999999999989
7619,M,1312,51.4,60,10.899999999999977
2967,L,1601,40.2,69,8.699999999999989
588,H,1623,33.1,224,11.899999999999977
6974,L,1462,41.9,126,10.300000000000011
6492,L,1468,52.7,178,9.199999999999989
9067,L,1656,30.3,124,11.100000000000023
2318,L,1605,31.1,181,9.600000000000023
2040,M,1449,39.6,105,9.899999999999977
3462,H,1330,49.5,30,8.799999999999955
484,L,1324,56.9,173,11.600000000000023
6798,M,1615,34.9,95,9.5
2764,L,1491,47.5,216,9.399999999999977
5780,L,1680,29.2,111,9.5
207,L,1609,35.3,117,10.199999999999989
1429,L,1568,33.7,13,11.099999999999966
2736,L,1412,45.4,147,9.5
4482,M,1544,35.1,25,7.7999999999999545
3607,L,1318,55.0,194,9.0
4835,M,1510,42.2,36,8.5
8407,M,1344,45.3,122,11.100000000000023
6247,H,1457,46.8,182,9.5
1592,L,1355,49.4,209,10.199999999999989
3095,L,1972,22.0,175,9.300000000000011
187,L,1301,56.0,63,10.199999999999989
1544,L,1628,34.9,93,10.5
6787,L,1409,50.9,66,9.400000000000034
6183,L,1475,35.3,19,9.800000000000011
1051,L,1671,28.8,108,11.0
6181,L,1492,44.6,15,9.899999999999977
2716,M,1701,28.6,98,9.5
3910,H,1744,30.3,116,9.0
1545,L,1474,52.7,95,10.600000000000023
627,L,1533,35.2,92,11.700000000000045
5454,L,1451,42.1,125,9.600000000000023
8916,L,1403,54.1,179,11.199999999999989
6885,L,1492,39.0,109,10.399999999999977
124,L,1546,43.4,114,9.800000000000011
2322,M,1314,52.5,193,9.600000000000023
3383,L,1510,38.5,47,9.300000000000011
7135,M,1406,50.2,119,9.5
1245,L,1726,28.4,202,11.299999999999955
7132,M,1410,44.4,111,9.300000000000011
2834,L,1807,26.4,169,8.899999999999977
4412,L,1688,31.6,66,7.800000000000011
1817,L,1460,46.5,143,9.5
2554,L,1473,40.3,125,9.800000000000011
6578,L,1388,45.3,188,9.0
5976,H,1654,28.6,161,10.199999999999989
8571,H,1545,35.9,120,10.800000000000011
9591,M,1325,52.0,34,11.199999999999989
9770,L,1386,48.6,25,11.0
6074,M,1790,26.2,191,9.900000000000034
6751,M,1505,44.0,187,9.300000000000011
7509,M,1730,27.5,209,11.399999999999977
2747,L,1411,46.1,173,9.5
570,M,1596,35.2,173,11.900000000000034
9449,L,1780,29.3,91,10.800000000000011
322,L,1518,32.5,190,10.599999999999966
2111,H,1508,35.0,70,9.699999999999989
9145,M,1447,41.6,118,11.0
8331,L,1505,39.0,131,10.899999999999977
5351,M,1622,35.1,107,9.400000000000034
3500,L,1353,43.8,130,9.100000000000023
1603,H,1600,33.5,13,10.099999999999966
9581,M,1423,56.5,7,11.199999999999989
5856,M,1424,45.2,68,9.699999999999989
1408,L,1564,33.8,183,11.100000000000023
3301,H,1538,38.4,65,9.099999999999966
3213,L,1649,32.4,50,8.899999999999977
724,M,1500,46.3,137,11.5
9849,H,1568,40.6,39,10.699999999999989
663,M,1479,38.1,182,11.299999999999955
4435,L,1556,32.9,132,7.7000000000000455
1727,L,1906,22.1,104,9.5
147,H,1612,36.1,174,9.899999999999977
1365,L,1566,33.1,68,11.5
4554,L,1461,45.4,0,7.899999999999977
5590,M,1298,57.5,57,9.399999999999977
3430,H,1551,34.3,166,9.0
1235,H,2440,14.0,166,11.300000000000011
5007,M,1366,47.3,49,9.100000000000023
3137,L,1435,54.8,70,9.5
7697,H,1282,60.2,24,10.899999999999977
8721,L,1554,36.1,70,11.5
8137,M,1474,39.7,64,11.299999999999955
9534,L,1705,29.5,95,11.300000000000011
2418,L,1576,36.6,7,9.400000000000034
9674,M,1593,35.4,5,11.100000000000023
8444,M,1668,32.3,6,11.299999999999955
8832,H,1726,26.8,158,11.300000000000011
6365,M,1489,41.7,56,9.700000000000045
6797,M,1300,58.3,92,9.399999999999977
1682,M,1804,26.0,222,9.5
2391,L,1487,41.2,140,9.300000000000011
9789,M,1535,39.8,87,11.0
219,L,1447,38.1,146,10.300000000000011
5541,L,1493,38.4,132,9.400000000000034
622,L,1408,45.3,78,11.800000000000011
8324,H,1453,40.4,108,10.800000000000011
7166,L,1392,47.9,201,9.900000000000034
9495,L,1516,41.4,219,10.699999999999989
6312,L,1446,44.5,135,9.400000000000034
9726,M,1629,27.9,136,11.0
4895,H,1447,46.6,198,8.699999999999989
4181,L,1686,28.8,150,8.400000000000034
6710,L,1481,37.6,77,9.200000000000045
6631,M,1414,49.3,106,8.899999999999977
1868,L,1502,41.8,79,9.799999999999955
531,M,1709,32.2,65,11.899999999999977
3109,L,1504,38.7,212,9.399999999999977
7911,M,1664,25.7,150,11.399999999999977
1517,L,1278,54.0,18,10.699999999999989
2102,L,1528,37.8,45,10.0
767,L,1561,38.3,9,11.199999999999989
2723,L,1558,34.8,115,9.699999999999989
2663,M,1483,38.1,193,9.5
6045,M,1522,41.7,115,10.099999999999966
3034,M,1934,22.8,15,9.099999999999966
6720,M,1431,40.6,101,9.200000000000045
7870,M,1779,27.7,46,11.5
7981,M,1505,39.6,102,11.199999999999989
6807,L,1608,32.9,119,9.699999999999989
4716,L,1476,42.3,180,8.300000000000011
3486,L,1427,47.7,92,8.900000000000034
8869,L,1456,46.5,52,11.100000000000023
6622,M,1861,21.8,84,9.0
5592,L,1574,33.8,63,9.5
6155,M,1765,24.2,179,9.899999999999977
4893,L,1922,23.1,193,8.600000000000023
5583,L,2052,18.9,40,9.5
9798,M,1597,33.5,116,10.800000000000011
6878,M,1488,40.1,87,10.399999999999977
2297,L,1553,42.7,128,9.300000000000011
3793,L,1459,35.0,32,8.599999999999966
1744,M,1713,25.8,154,9.5
3501,H,1871,26.0,132,9.100000000000023
371,M,1622,37.2,103,10.800000000000011
4344,L,1491,39.3,114,8.100000000000023
5118,L,1611,31.4,144,9.5
9358,M,1646,25.4,46,10.599999999999966
8455,L,1522,40.3,32,11.399999999999977
6230,L,2165,17.4,143,9.599999999999966
8190,L,1983,21.0,201,11.300000000000011
4085,L,1611,35.6,117,8.399999999999977
8637,L,1723,27.3,67,10.899999999999977
3422,M,1612,29.8,148,9.0
3482,L,1663,31.5,81,8.899999999999977
3999,L,1586,35.1,142,8.899999999999977
8629,L,1747,31.0,45,10.899999999999977
4215,L,1573,36.6,15,8.700000000000045
6666,L,1440,41.5,197,9.099999999999966
9147,L,1528,40.0,123,11.0
7560,M,1355,56.2,122,11.0
5696,L,1451,42.0,110,9.400000000000034
4569,M,1555,36.1,35,8.100000000000023
9318,L,1480,38.1,160,11.0
3067,M,1457,44.3,98,9.099999999999966
3511,L,1474,42.6,164,9.300000000000011
3387,H,1474,38.7,58,9.300000000000011
7358,L,1487,42.9,42,10.5
6960,L,1543,34.7,89,10.399999999999977
2090,L,1941,22.5,18,9.800000000000011
5596,M,1944,21.4,71,9.300000000000011
8051,L,1401,51.1,50,11.300000000000011
549,L,1332,53.2,115,11.900000000000034
3436,L,1389,54.9,187,9.0
3081,M,1539,43.2,132,9.300000000000011
9616,M,1564,39.9,97,11.199999999999989
4906,L,1363,53.1,7,8.799999999999955
2213,L,1475,40.0,123,9.400000000000034
8304,L,1504,41.0,51,11.399999999999977
9322,L,1335,53.5,168,10.800000000000011
9376,H,1288,49.5,91,10.699999999999989
9458,M,1692,26.7,118,10.800000000000011
1590,M,1453,41.5,204,10.199999999999989
3988,M,1444,43.1,115,9.0
5604,L,1340,57.8,90,9.300000000000011
9879,L,1293,59.1,125,11.0
4522,L,1865,23.9,129,8.0
5428,L,1423,51.9,60,9.699999999999989
1610,L,1581,34.9,31,10.0
8979,L,1435,45.0,119,10.700000000000045
6028,M,1413,44.3,72,10.300000000000011
7923,L,1462,39.7,181,11.199999999999989
8724,L,1578,34.4,76,11.400000000000034
8776,H,1536,38.7,7,11.100000000000023
360,M,1567,34.6,71,10.699999999999989
1110,L,1557,35.1,60,10.899999999999977
3690,L,1889,22.7,194,9.299999999999955
8623,L,1437,42.3,29,10.800000000000011
5997,M,1386,48.2,225,9.699999999999989
4172,M,1832,23.7,129,8.300000000000011
851,L,1567,31.4,5,11.0
9806,L,1651,28.5,141,10.800000000000011
2450,L,1772,25.2,89,9.5
3217,L,1653,27.6,62,9.0
2331,M,1390,49.3,215,9.399999999999977
843,M,1566,35.0,201,10.899999999999977
3765,L,1329,54.6,176,8.600000000000023
1318,L,1428,46.3,175,11.300000000000011
659,L,1562,36.8,172,11.400000000000034
6590,M,1553,38.9,0,9.0
5303,L,1491,37.2,195,9.200000000000045
4994,L,1819,23.7,16,9.099999999999966
6425,M,1409,43.2,9,9.699999999999989
2775,L,1559,39.7,24,9.299999999999955
9604,M,1549,40.2,65,11.200000000000045
554,M,1564,36.0,126,11.900000000000034
2949,L,1850,24.5,19,8.800000000000011
4677,L,1879,21.3,78,8.100000000000023
436,L,1493,41.2,43,10.900000000000034
9842,M,1359,51.4,21,10.899999999999977
229,M,1629,37.1,170,10.199999999999989
6490,M,1490,38.8,173,9.100000000000023
9729,L,1563,33.7,143,11.0
3590,L,2465,13.7,149,8.800000000000011
4981,M,1685,31.8,203,9.100000000000023
721,L,1809,23.8,131,11.5
6020,L,1519,43.9,55,10.100000000000023
3675,L,1346,52.4,157,9.300000000000011
6591,L,1763,25.9,3,9.0
8773,L,1621,28.9,0,11.100000000000023
5141,M,1585,32.1,202,9.300000000000011
4497,M,1605,36.0,69,7.899999999999977
6920,L,1444,39.8,197,10.5
4048,L,1455,46.0,29,9.100000000000023
748,L,1356,48.3,201,11.300000000000011
864,L,1416,44.2,46,10.699999999999989
7080,L,1445,41.1,201,9.800000000000011
6463,H,1483,44.0,97,9.399999999999977
6858,L,1622,35.6,34,10.199999999999989
6058,L,1689,32.9,151,10.0
4869,L,1418,46.0,128,8.799999999999955
